document_no,sentence_no,content
100,249,"Southern California Gas Company 2019 GRC APP27WP-I-A1-A150 Pipeline Pressure Test Project Workpapers Southern California Gas Company 2019 GRC APP28 SUPPLEMENTAL WORKPAPER SUMMARY 2019 GRC APPLICATION PRESSURE TEST PROJECTS Project Line Pipe Diameter (inch) Phase Project Type Line Type Total Miles O&M Costs Capital Costs Total Cost Workpaper Page 235 West Section 1 2A Test Transmission 24.637 $41,661,788 $12,106,175 $53,767,963 WP-I-A1 235 West Section 2 2A Test Transmission 20.348 $25,678,807 $11,181,252 $36,860,059 WP-I-A19 235 West Section 3 2A Test Transmission 26.884 $14,119,478 $3,369,819 $17,489,297 WP-I-A35 407 2A Test Transmission 3.972 $4,188,264 $961,739 $5,150,003 WP-I-A49 1011 2A Test Transmission 1.773 $4,420,762 $745,828 $5,166,590 WP-I-A60 2000 Chino Hills 2A Test Transmission 9.998 $33,964,059 $11,371,174 $45,335,233 WP-I-A71 2000 Section E 2A Test Transmission 8.884 $13,954,890 $1,565,097 $15,519,987 WP-I-A86 2000 Blythe to Cactus City Hydrotest 2A Test Transmission 64.650 $39,936,568 $11,908,487 $51,845,055 WP-I-A98 2001 W Section C 2A Test Transmission 13.853 $22,868,057 $3,360,937 $26,228,994 WP-I-A115 2001 W Section D 2A Test Transmission 17.843 $24,404,366 $4,872,567 $29,276,933 WP-I-A127 2001 W Section E 2A Test Transmission 8.88 $11,181,768 $2,999,900 $14,181,668 WP-I-A139 Total 201.722 $236,3798,807 $64,442,975 $300,821,782 Southern California Gas Company 2019 GRC APP29Project Costs – O&M Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $5,988 $0 $0 $0 $1,455,769 $1,461,757 DIRECT NON-LABOR $164,669 $0 $0 $0 $40,035,362 $40,200,031 TOTAL DIRECT COSTS $170,657 $0 $0 $0 $41,491,131 $41,661,788 Total O&M Costs $170,657 $0 $0 $0 $41,491,131 $41,661,788 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,250,"Project Costs – Capital Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $2,317 $0 $0 $0 $422,443 $424,760 DIRECT NON-LABOR $63,719 $0 $0 $0 $11,617,696 $11,681,415 TOTAL DIRECT COSTS $66,036 $0 $0 $0 $12,040,139 $12,106,175 Total Capital Costs $66,036 $0 $0 $0 $12,040,139 $12,106,175 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,251,"Total Project Costs Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $8,305 $0 $0 $0 $1,878,212 $1,886,517 DIRECT NON-LABOR $228,388 $0 $0 $0 $51,653,058 $51,881,446 TOTAL DIRECT COSTS $236,693 $0 $0 $0 $53,531,270 $53,767,963 Total Costs** $236,693 $0 $0 $0 $53,531,270 $53,767,963 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,252,** Individual component tables display total direct costs (Capital and O&M).
100,253,Project Description The Line 235 West Section 1 project will hydrostatically test 24.637 miles of pipe.
100,254,"L-235 West Section 1 is a high pressure transmission pipeline, this portion was installed in 1957."
100,255,This portion of the pipeline has an MAOP of psig.
100,256,"The project is located in San Bernardino, CA, beginning at the Newberry Station, continuing west towards the City of Victorville, CA, ending on the west side of Barstow Road."
100,257,The project consists of 24.356 miles of Phase 2A pipe and 0.281 miles of incidental pipe.
100,258,"The incidental pipe was included to improve constructability by minimizing the excavations, test breaks, and tie-in work."
100,259,This project is divided into 47 individual test sections to address test pressure limitations due to elevation changes.
100,260,"The lowest and highest elevations are 1,916 feet and 4,527 feet, respectively."
100,261,The capital scope of work includes the replacement of 48 short sections of pipe and remediation of 16 identified anomalies to facilitate the Southern California Gas Company 2019 GRC APP30hydrotesting procedure.
100,262,"This capital work totals to 2,656 feet."
100,263,"Alternatives Considered In conjunction with L-235, L-235 West is a primary feed to the SoCalGas transmission system."
100,264,"Abandoning this line would create a substantial loss in capacity to the Northern Transmission Zone since gas moves from the receiving points North and South of Needles, CA towards the Adelanto, CA via L-235 and L-235 West."
100,265,"The gas supply from Adelanto supports the entire SoCalGas Transmission System, which serves the Los Angeles Basin Loop from one or more of the City Gates."
100,266,"Because of this, abandonment is not a viable option."
100,267,Derating the pipeline to less than 20% SMYS would reduce the capacity of the system resulting in an inability to meet customer demand and also is not an option.
100,268,"Shut-In Analysis Line 235 West Section 1 can be temporarily taken out of service for pressure testing, so long as L-335 remains fully in service between Quigley, CA and Adelanto, and no other outages are in effect for the duration of the hydrotest."
100,269,The line will be isolated through the shut-in of mainline valves.
100,270,There are six taps that will require isolation from L-235 West prior to the shutdown.
100,271,"One of the taps is a regulator station bridled to Line 1004 in Newberry Station, three of the taps are not in service or abandoned, and the last two taps are for cathodic protection rectifiers."
100,272,Forecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,273,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement, and construction."
100,274,Schedule The schedule was developed based on the seven stage project life cycle described in testimony.
100,275,"As defined in testimony, key project deliverables were identified and incorporated into a work breakdown structure."
100,276,"This work breakdown structure was then sequenced, and predecessor and successor tasks were linked."
100,277,Estimated durations were established for each task to derive a total project timeline.
100,278,"As described in greater detail below, the preliminary Construction Schedule is estimated to be 152 working days."
100,279,Southern California Gas Company 2019 GRC APP31snchoonHighlightProject Map for L-235 West Section 1 PROJECT MILEAGE TABLE PHASE MILEAGE PHASE 2A 24.356 ACCELERATED - PHASE 2B 0 INCIDENTAL 0.281 TOTAL MILEAGE 24.637 Southern California Gas Company 2019 GRC APP32[image: image19.jpg] Daggett Yermo Re Minneola Rd Valley Center Rd Valley Center Rd National Trails Hwy Marine Corps Daggett Barstow-Daggett Airport Base Barstow National Trails Hwy Newberry Rd Newberry Springs National Trails Hwy 40 235 WEST Section 1 Legend ........
